개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
3010000,3010000-201-1965-00020,19651204,,03,폐업,02,폐업,19950501,,,,02   00000,82.13,100440,서울특별시 중구 황학동 2368-0번지 ,,,현인,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00029,19651104,,03,폐업,02,폐업,19960527,,,,02   00000,.00,100196,서울특별시 중구 을지로6가 18-100번지 ,,,알프스산장,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00036,19650710,,03,폐업,02,폐업,19930625,,,,02   00000,.00,100330,서울특별시 중구 주교동 89-0번지 ,,,제일,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00069,19651225,,03,폐업,02,폐업,19950501,,,,02   00000,.00,100014,서울특별시 중구 충무로4가 145-0번지 ,,,여로,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00079,19651203,,03,폐업,02,폐업,20030226,,,,0200000000,.00,100412,서울특별시 중구 광희동2가 264-0번지 ,,,광희장,2003-04-09 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00092,19651225,,03,폐업,02,폐업,20120412,,,,02 7576336,160.30,100873,서울특별시 중구 회현동1가 71-14번지 ,서울특별시 중구 퇴계로10길 24-6 (회현동1가),04634,한일장,2005-03-23 00:00:00,I,2018-08-31 23:59:59.0,여관업,198220.122699291    ,450668.348505393    ,여관업,3,1,0,0,0,0,0,17,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00094,19650902,,03,폐업,02,폐업,19931213,,,,0200000000,.00,100272,서울특별시 중구 필동2가 13-5번지 ,,,풍전,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00126,19650903,,03,폐업,02,폐업,20030226,,,,0200000000,89.77,100360,서울특별시 중구 중림동 156-0번지 ,,,혜성,2003-04-09 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00143,19651213,,01,영업/정상,01,영업,,,,,02 7556257,205.00,100041,서울특별시 중구 남산동1가 12-2,서울특별시 중구 퇴계로18길 30 (남산동1가),04631,동도모텔,2022-05-02 10:37:06,U,2021-12-05 00:04:00.0,여관업,198597.245073065,450804.501986676,,,,,,,,,,,,,,,,,,,,,,
3010000,3010000-201-1965-00145,1965-09-02,,01,영업/정상,01,영업,,,,,0222750964,97.50,100-350,서울특별시 중구 입정동 167-0,서울특별시 중구 충무로 68-9 (입정동),04544,옥천여관,2022-12-27 10:37:23,U,2022-12-04 22:06:00.0,여관업,199306.75140157,451681.664480633,,,,,,,,,,,,,,,,,,,,,,
3010000,3010000-201-1965-00150,19650521,,03,폐업,02,폐업,20030226,,,,0200000000,75.60,100450,서울특별시 중구 신당동 294-21번지 ,,,서울,2003-04-02 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00151,19651225,,01,영업/정상,01,영업,,,,,0222743366,218.97,100300,서울특별시 중구 초동 51-5번지 ,서울특별시 중구 마른내로2길 15-16 (초동),04555,명보여관,2017-11-29 10:25:32,I,2018-08-31 23:59:59.0,여관업,199263.201304878    ,451237.797143938    ,여관업,2,0,0,0,0,0,2,13,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1965-00152,19650430,,03,폐업,02,폐업,20161026,,,,02  22540604,59.50,100888,서울특별시 중구 신당동 233-37번지 ,서울특별시 중구 다산로39길 77 (신당동),04612,오지원여관,2016-10-26 17:09:24,I,2018-08-31 23:59:59.0,여관업,200958.95906408     ,451360.267971129    ,여관업,1,0,0,1,0,0,0,11,0,N,0,,,,자가,0,0,0,0,0,N
3010000,3010000-201-1966-00003,19660709,,03,폐업,02,폐업,19950501,,,,02   00000,.00,100015,서울특별시 중구 충무로5가 20-8번지 ,,,서중,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00011,19660822,,03,폐업,02,폐업,19950501,,,,02   00000,.00,100412,서울특별시 중구 광희동2가 171-0번지 ,,,천복,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00016,19660611,,03,폐업,02,폐업,19950501,,,,02   00000,.00,100440,서울특별시 중구 황학동 767-0번지 ,,,순정,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00022,19660507,,03,폐업,02,폐업,19950622,,,,0200000000,.00,100411,서울특별시 중구 광희동1가 64-2번지 ,,,만인,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00073,19660605,,03,폐업,02,폐업,20200729,,,,02  22720790,77.70,100260,서울특별시 중구 남학동 17-1 ,서울특별시 중구 퇴계로28길 12 (남학동),04627,스타호스텔(star hostel),2020-07-29 19:06:50,U,2020-07-31 02:40:00.0,여관업,199159.720084122    ,450914.943024017    ,여관업,2,0,0,2,0,0,0,10,0,Y,0,,,,자가,0,0,0,0,0,N
3010000,3010000-201-1966-00074,19660707,,03,폐업,02,폐업,20180430,,,,02 7785993,225.76,100873,서울특별시 중구 회현동1가 71-10번지 ,서울특별시 중구 퇴계로10길 24-3 (회현동1가),04634,이화장여관,2018-05-04 13:24:36,I,2018-08-31 23:59:59.0,여관업,198232.75617078     ,450671.600370416    ,여관업,2,0,1,2,0,0,1,17,0,Y,0,,,,임대,0,0,0,0,0,N
3010000,3010000-201-1966-00083,19660630,,01,영업/정상,01,영업,,,,,0222525287,309.74,100834,서울특별시 중구 신당동 374-10번지 ,서울특별시 중구 다산로 131 (신당동),04607,프린스,2017-11-29 10:49:14,I,2018-08-31 23:59:59.0,여관업,200885.298839042    ,450378.984261156    ,여관업,3,0,0,0,0,0,2,12,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00090,19661010,,03,폐업,02,폐업,19950501,,,,02   0,.00,100161,서울특별시 중구 봉래동1가 132-10번지 ,,,제일,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00091,19661123,,03,폐업,02,폐업,20100126,,,,0222677126,150.00,100330,서울특별시 중구 주교동 135-5번지 ,,,현대여관,2005-12-14 00:00:00,I,2018-08-31 23:59:59.0,여관업,199729.851187123    ,451802.546064979    ,여관업,3,0,0,0,0,0,0,18,0,Y,0,,,,자가,0,0,0,0,0,N
3010000,3010000-201-1966-00101,19660703,,03,폐업,02,폐업,20030226,,,,0200000000,76.64,100450,서울특별시 중구 신당동 107-1번지 ,,,중앙,2003-04-09 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00105,19661213,,03,폐업,02,폐업,20080225,,,,0222655811,576.89,100196,서울특별시 중구 을지로6가 28-0번지 ,,,을칠여관,2008-02-18 13:33:28,I,2018-08-31 23:59:59.0,여관업,,,여관업,4,0,0,0,0,0,0,25,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00115,19661203,,03,폐업,02,폐업,20030226,,,,02 5189796,.00,100052,서울특별시 중구 회현동2가 10-13번지 ,,,용안,2003-04-09 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00122,19660113,,03,폐업,02,폐업,20071129,,,,02 7776555,398.97,100053,서울특별시 중구 회현동3가 9-4번지 ,,,양지여관,2003-06-17 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,3,0,1,3,0,0,0,20,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00146,19660324,,01,영업/정상,01,영업,,,,,0222796579,138.60,100197,서울특별시 중구 을지로7가 18-9번지 ,서울특별시 중구 퇴계로 343-12 (을지로7가),04565,백금여관,2017-11-29 10:06:09,I,2018-08-31 23:59:59.0,여관업,200817.257902641    ,451412.527579656    ,여관업,3,0,0,0,0,0,0,10,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00218,19660214,,01,영업/정상,01,영업,,,,,02 7530701,3,146.00,100053,서울특별시 중구 회현동3가 10번지 ,서울특별시 중구 퇴계로14길 1 (회현동3가),04631,(주)뉴오리엔탈관광호텔,2017-11-29 14:48:31,I,2018-08-31 23:59:59.0,관광호텔,198491.235028989    ,450895.855106921    ,관광호텔,7,0,0,0,0,0,0,65,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1966-00222,19660812,,01,영업/정상,01,영업,,,,,0222798118,265.20,100260,서울특별시 중구 남학동 14-1 1~3층,서울특별시 중구 퇴계로28길 6-3 (남학동, 1~3층),04627,진포레스트인(JIN FOREST Inn),2022-12-13 09:44:35,U,2021-11-01 23:05:00.0,여관업,199153.065107328,450932.488295352,,,,,,,,,,,,,,,,,,,,,,
3010000,3010000-201-1966-00223,19660901,,03,폐업,02,폐업,20131219,,,,22722543,184.80,100400,서울특별시 중구 쌍림동 182-51번지 ,서울특별시 중구 장충단로7길 24-9 (쌍림동),04615,이학여관,2011-07-20 11:23:14,I,2018-08-31 23:59:59.0,여관업,200380.009971244    ,451176.693845205    ,여관업,2,0,0,0,0,0,8,0,0,N,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00015,19671102,,03,폐업,02,폐업,19950501,,,,02   00000,49.11,100102,서울특별시 중구 태평로2가 312-0번지 ,,,유성,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,9,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00018,19670505,,03,폐업,02,폐업,19950501,,,,02   00000,.00,100052,서울특별시 중구 회현동2가 10-3번지 ,,,은하,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00025,19670501,,03,폐업,02,폐업,19950501,,,,02   00000,.00,100014,서울특별시 중구 충무로4가 133-31번지 ,,,극동,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00040,19670501,,03,폐업,02,폐업,19950501,,,,02   00000,.00,100052,서울특별시 중구 회현동2가 10-3번지 ,,,신도,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00044,19671023,,03,폐업,02,폐업,19950501,,,,02   00000,.00,100272,서울특별시 중구 필동2가 13-7번지 ,,,윤미,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00064,19671227,,01,영업/정상,01,영업,,,,,0222370797,80.59,100440,서울특별시 중구 황학동 1214-0번지 ,서울특별시 중구 마장로14길 2 (황학동),04575,인득여관,2017-11-29 09:49:06,I,2018-08-31 23:59:59.0,여관업,201803.065619866    ,451745.113140639    ,여관업,3,0,0,0,0,0,6,6,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00072,19670919,,03,폐업,02,폐업,20030226,,,,0200000000,46.18,100080,서울특별시 중구 북창동 78-0번지 ,,,북일,2003-04-09 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,6,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00089,19670210,,03,폐업,02,폐업,20210831,,,,02 7525706,404.17,100051,서울특별시 중구 회현동1가 194-29 ,서울특별시 중구 퇴계로6길 3-4 (회현동1가),04634,일진장모텔,2021-09-07 11:35:21,U,2021-09-09 02:40:00.0,여관업,198026.99645018     ,450638.650987276    ,여관업,3,0,0,0,0,0,0,17,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00093,19670501,,03,폐업,02,폐업,20010903,,,,0200000000,.00,100310,서울특별시 중구 오장동 206-7번지 ,,,장미장,2003-03-14 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00102,19671213,,03,폐업,02,폐업,20030226,,,,0222656767,.00,100411,서울특별시 중구 광희동1가 153-0번지 ,,,왕도여관,2003-04-09 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,20,26,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00135,19671002,,03,폐업,02,폐업,19960320,,,,02   00000,178.62,100330,서울특별시 중구 주교동 281-0번지 ,,,금수장,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00149,19671129,,03,폐업,02,폐업,19991130,,,,0222522423,61.92,100450,서울특별시 중구 신당동 308-5번지 ,,,신양여관,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00154,19670621,,03,폐업,02,폐업,20070604,,,,0222664111,421.56,100230,서울특별시 중구 수표동 88-3번지 ,,,그랜드여관,2003-04-11 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,4,0,0,0,0,0,0,21,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00180,19671108,,03,폐업,02,폐업,19950511,,,,02   00000,.00,100120,서울특별시 중구 정동 16-1번지 ,,,하남,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,0,0,0,0,0,0,0,0,0,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1967-00228,19671201,,03,폐업,02,폐업,20041220,,,,0222658001,.00,100195,서울특별시 중구 을지로5가 102-1번지 ,,,목화장여관,2004-12-20 00:00:00,I,2018-08-31 23:59:59.0,여관업,,,여관업,2,0,0,0,0,0,0,13,0,N,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1968-00001,19680605,,03,폐업,02,폐업,19910610,,,,02   00000,.00,100051,서울특별시 중구 회현동1가 95-0번지 ,,,강남,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,12,Y,0,,,,,0,0,0,0,0,N
3010000,3010000-201-1968-00010,19680801,,03,폐업,02,폐업,19950501,,,,02   00000,60.68,100340,서울특별시 중구 산림동 120-0번지 ,,,세운,2001-10-08 00:00:00,I,2018-08-31 23:59:59.0,여인숙업,,,여인숙업,0,0,0,0,0,0,0,0,10,Y,0,,,,,0,0,0,0,0,N
